"station_id","year","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","CDD","CWD","Rx1day","Rx5day","R95pTOT","R99pTOT","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p","WSDI","CSDI","GSL"
"BIRR",1981,365,56,17,2,5.119,737.2,25.2,54.3,158.8,25.2,14,13,365,365,33,0,1,0,-8.6,16.8,0.3,25.2,6.943,8.569,10.609,12.763,13.973,7,6,328
"BIRR",1982,365,67,15,3,5.036,846,22.9,43,132.1,0,22,9,365,365,38,0,4,4,-14.6,16.8,-1.7,25.7,7.512,5.432,13.444,5.905,11.941,6,0,335
"BIRR",1983,365,69,24,3,5.854,913.2,39.5,50,213.5,77,26,28,365,365,34,0,14,0,-4.4,18.9,2.5,30.8,7.17,5.848,18.81,5.905,16.788,9,0,338
"BIRR",1984,366,54,17,2,5.646,762.2,59.1,84.3,145,59.1,16,10,366,366,47,0,8,1,-7.7,16.1,-0.1,26.6,8.15,11.73,10.213,8.451,15.63,13,0,289
"BIRR",1985,365,63,17,1,5.311,796.7,21.2,50.6,116.6,0,19,15,365,365,67,0,0,1,-8.9,15.7,-0.3,23.9,7.127,12.556,11.176,18.715,11.422,8,0,330
"BIRR",1986,365,66,22,4,5.792,915.1,36,76.6,162.5,128.3,40,9,365,365,53,0,1,0,-6.2,16.6,0.6,25.2,7.207,16.278,6.415,19.754,7.775,0,6,351
"BIRR",1987,365,43,15,2,5.127,666.5,27.3,43.5,117.4,27.3,20,6,365,365,46,0,1,2,-8.9,17.3,-3.5,25.3,7.455,12.829,11.441,10.241,11.29,6,0,323
"BIRR",1988,366,64,21,1,5.237,796,22.4,41.7,94.4,0,14,14,366,366,32,0,1,0,-6.9,15.4,2.7,25.1,7.228,6.209,9.864,8.3,9.902,0,0,276
"BIRR",1989,365,47,16,1,4.883,664.1,22,48.1,70.6,0,20,7,365,365,42,0,19,0,-7,17.6,1.7,29.7,7.83,10.071,17.024,7.69,17.062,13,6,333
"BIRR",1990,365,59,17,3,5.296,810.3,29.5,61.5,192.1,57.5,19,12,365,365,30,0,8,0,-5.4,17.3,3.9,27,7.764,8.21,13.944,3.807,19.15,6,0,346
"BIRR",1991,365,53,22,1,5.454,763.5,44.5,48,135.2,44.5,26,16,365,365,33,0,6,1,-6.5,16.6,-0.5,25.6,7.171,7.945,12.329,5.753,10.959,13,0,343
"BIRR",1992,366,50,17,4,5.533,780.2,26.6,50.2,251.2,98.6,15,10,366,366,33,0,1,0,-7.5,15.2,3,25.6,7.19,8.743,14.754,9.016,10.656,0,0,353
"BIRR",1993,365,58,20,5,5.525,834.2,41.1,77.6,194.1,65.5,24,12,365,365,35,0,0,0,-5.2,15.6,2,24.5,7.144,10.137,11.507,9.315,7.397,0,6,353
"BIRR",1994,365,72,17,2,5.292,915.6,24.9,57.6,99.6,24.9,14,11,365,365,29,0,0,0,-6.4,15.6,1,23.6,6.99,6.849,9.041,7.945,9.863,6,0,351
"BIRR",1995,365,45,24,6,6.171,789.9,32.3,74.1,278.8,138.2,30,16,365,365,48,0,23,0,-7.1,18.2,0,29.7,7.908,7.397,19.726,7.397,21.096,28,0,353
"BIRR",1996,366,59,24,2,5.899,802.2,45.3,48.8,198.3,45.3,14,9,366,366,54,0,2,0,-5.8,16.9,0.4,25.7,7.399,12.568,11.202,7.923,8.197,0,9,355
"BIRR",1997,365,61,30,8,7.015,912,35.4,76.8,336,170.2,27,8,365,365,29,0,2,1,-5.3,18,-1,25.5,7.181,5.205,19.726,7.123,20.822,27,0,350
"BIRR",1998,365,67,29,3,5.853,930.6,28.8,49.4,203.5,28.8,16,15,365,365,26,0,0,0,-5.4,15.6,2.2,24.2,7.003,8.493,16.438,3.836,13.973,13,7,352
"BIRR",1999,365,56,25,3,5.8,852.6,30.4,61.7,211.3,60.1,13,7,365,365,27,0,3,1,-5.3,17.9,-1.6,26.7,7.059,5.753,17.808,3.836,12.877,0,0,359
"BIRR",2000,366,64,22,2,5.22,871.8,26.9,55.7,129.7,26.9,16,8,366,366,22,0,2,1,-7.8,16.7,-1,25.9,7.322,8.743,11.202,5.464,11.475,0,0,358
"BIRR",2001,365,44,8,1,4.428,628.8,27.4,53.8,93.4,27.4,16,7,365,365,51,0,1,0,-7.8,17.7,2.6,25.4,7.739,10.959,12.603,5.205,12.877,0,0,284
"BIRR",2002,365,83,25,3,5.71,1005,23,46.8,112.4,23,20,22,365,365,22,0,0,0,-7,15.7,2.9,24.9,7.133,7.123,13.699,4.384,13.973,0,0,345
"BIRR",2003,365,40,10,0,4.639,552.1,18.7,38.2,53.4,0,17,8,365,365,41,0,6,0,-5.3,18.1,2.5,28.5,7.76,5.753,16.986,2.192,16.986,12,0,347
"BIRR",2004,366,51,18,2,5.139,719.4,22.2,51.2,138.1,0,20,8,366,366,36,0,2,0,-6.4,16.6,2.3,27.3,7.505,8.743,16.393,3.552,14.481,7,0,356
"BIRR",2005,365,51,16,4,5.114,746.6,39.2,56.9,153.3,39.2,14,8,365,365,37,0,4,0,-4.7,16.6,3.8,28.4,7.142,5.753,17.808,2.466,14.795,6,0,357
"BIRR",2006,365,71,24,2,5.784,885,35.7,60.5,115.5,65.8,21,9,365,365,32,0,8,0,-7.8,17.1,0.1,30.1,7.598,6.575,16.438,3.288,17.534,15,0,337
"BIRR",2007,365,52,20,3,5.163,836.4,39.8,75.8,186.8,68.6,23,10,365,365,31,0,1,0,-5.6,14.8,4.1,25.6,7.751,6.301,16.712,1.918,19.452,18,0,359
"BIRR",2008,366,71,29,2,5.81,987.7,22.5,54.9,253.4,0,17,16,366,366,41,0,0,0,-6.2,15.8,2.6,25,7.402,8.47,12.295,6.831,9.836,6,0,349
"BIRR",2009,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1954,365,47,19,2,5.394,809.1,47.4,80.7,189.9,90.6,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1955,365,43,13,2,5.441,658.4,35.5,40.8,111.7,35.5,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1956,366,49,22,3,5.856,749.6,31.6,64,184.3,31.6,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1957,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1958,365,69,29,5,6.58,980.4,39.2,68,301.6,126,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1959,365,43,14,4,5.499,643.4,34.3,57.7,148,64.5,28,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1960,366,58,31,10,6.345,989.8,30.9,64.6,363.6,30.9,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1961,365,38,16,3,4.941,647.3,33,51.8,131,33,27,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1962,365,39,18,4,5.023,648,24.6,50.6,112,0,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1963,365,40,13,2,4.733,638.9,37,54.1,102.6,71.5,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEMENT",1964,366,36,15,2,4.801,590.5,35.7,54.2,138,35.7,20,7,366,366,44,0,0,0,-6.7,15.5,2.2,23.3,7.252,11.349,13.083,10.635,8.628,0,0,348
"CASEMENT",1965,365,51,17,3,5.388,781.3,40.4,97.6,183.5,71.6,22,7,365,365,51,0,0,0,-9.6,15.8,0.7,24.2,7.393,15.543,6.207,15.321,7.123,0,0,319
"CASEMENT",1966,365,52,21,7,6.145,866.5,53.1,69.4,278.7,80.4,15,7,365,365,25,0,0,0,-4.8,15.1,0.6,23.3,6.884,9.579,9.052,12.339,7.218,0,0,317
"CASEMENT",1967,365,52,16,2,5.12,732.2,44.7,60.2,179.6,77.1,13,10,365,365,34,0,0,0,-5.6,15.7,0.6,23.1,7.116,9.21,8.894,10.843,4.11,0,0,329
"CASEMENT",1968,366,37,17,4,5.597,671.7,55.6,74.2,210.1,121.4,27,9,366,366,59,0,0,0,-6.1,15.8,1.4,23.8,7.708,13.104,8.67,8.89,9.784,0,0,345
"CASEMENT",1969,365,40,17,5,5.498,632.3,29.1,43.1,155.3,29.1,16,7,365,365,60,0,3,1,-10.3,17.3,-0.7,26.4,7.53,13.256,10.095,13.635,8.672,0,6,339
"CASEMENT",1970,365,45,12,3,4.824,632,24.8,39.8,100,0,16,7,365,365,51,0,1,1,-7.8,15.1,-0.8,25.9,7.574,12.181,9.874,9.705,12.677,0,0,340
"CASEMENT",1971,365,40,15,4,5.5,550,29.1,45.7,137,29.1,21,5,365,365,41,0,1,0,-5.7,15.1,2,25.2,7.415,10.042,12.371,7.345,13.53,0,0,327
"CASEMENT",1972,366,43,19,2,5.056,652.2,23.5,39.3,82.9,0,30,9,366,366,34,0,0,0,-8.1,14.1,1.4,23.6,7.558,11.244,5.034,10.803,6.106,0,0,262
"CASEMENT",1973,365,39,15,2,5.403,605.1,44.7,58.8,101.9,44.7,21,6,365,365,35,0,1,0,-8.2,15.4,1.4,26.3,7.444,10.969,10.411,7.977,9.884,0,0,359
"CASEMENT",1974,365,38,14,1,4.798,623.7,23.4,36.3,87.9,0,22,11,365,365,21,0,0,0,-3.6,14,4.3,22.9,7.265,10.306,7.092,13.077,7.144,0,0,318
"CASEMENT",1975,365,33,11,5,5.056,541,31.6,52.6,152.9,31.6,22,5,365,365,29,0,6,0,-4.7,17,3.2,30.5,7.752,10.306,13.383,8.156,14.226,0,0,345
"CASEMENT",1976,366,44,14,2,5.387,630.3,32.6,87.8,154.9,32.6,22,12,366,366,42,0,13,0,-5.4,17,1.5,29.4,7.474,8.47,15.7,10.425,14.061,17,0,359
"CASEMENT",1977,365,45,16,3,5.162,727.9,40.2,58.2,112.2,73.2,22,6,365,365,36,0,0,0,-7.4,16.5,0.4,24.8,7.041,10.822,8.314,11.507,9.747,0,0,308
"CASEMENT",1978,365,45,15,4,5.421,683.1,22.3,53.3,170.9,0,14,9,365,365,35,0,0,1,-7.5,15.6,-0.8,24.7,6.805,10.991,11.591,12.35,11.981,0,0,297
"CASEMENT",1979,365,51,13,2,4.925,699.4,29.4,43.2,129.1,58.2,13,9,365,365,59,0,0,1,-12.4,16.9,-2.7,24.7,7.296,13.33,9.146,14.932,9.715,0,0,250
"CASEMENT",1980,366,49,18,6,5.58,770.1,37.8,64.7,180.1,121.1,34,10,366,366,48,0,1,0,-6.2,16.4,2.2,25.6,7.04,9.615,12.757,14.008,10.54,7,0,293
"CASEMENT",1981,365,48,22,1,5.483,712.8,23.7,55.3,184,0,19,7,365,365,36,0,0,0,-9.7,17,0.2,24.4,7.253,11.76,11.138,10.864,12.898,0,0,335
"CASEMENT",1982,365,50,16,5,5.319,750,33,74.8,167.4,88.2,24,8,365,365,38,0,1,3,-12.1,16.2,-1.6,25.7,7.654,7.808,12.15,6.101,10.653,0,7,311
"CASEMENT",1983,365,44,16,3,5.292,693.3,35.6,44,174,35.6,26,13,365,365,30,0,7,0,-4.6,17.5,2.6,29.8,7.243,5.732,16.059,8.008,16.544,6,0,338
"CASEMENT",1984,366,36,17,4,5.297,651.5,31.6,56.2,153.5,61.5,16,11,366,366,40,0,6,0,-7.6,16.8,2.2,27.1,8.02,10.067,10.551,9.563,16.236,7,0,331
"CASEMENT",1985,365,44,11,4,4.79,651.5,29,57.4,126.3,57.1,21,8,365,365,63,0,1,0,-6.6,16.4,0.2,25.6,7.224,13.772,11.17,17.756,11.644,7,0,330
"CASEMENT",1986,365,51,18,3,5.604,790.2,89.3,104.7,166.3,89.3,33,7,365,365,50,0,0,0,-7.8,17.8,0.9,24.5,7.099,16.396,8.999,22.75,7.218,0,0,296
"CASEMENT",1987,362,43,16,4,5.643,682.8,38.7,84.1,184.6,105.6,20,11,365,365,50,0,3,3,-7.6,16.9,-3,25.9,7.275,14.141,10.927,10.601,11.307,0,0,309
"CASEMENT",1988,366,48,14,3,4.989,683.5,25.7,49.7,68.6,25.7,13,9,366,366,27,0,0,0,-5.4,15.9,3.2,23.2,7.084,4.256,8.228,6.242,9.09,0,0,259
"CASEMENT",1989,365,39,17,6,5.355,637.3,24.5,41.7,165.9,0,23,9,365,365,28,0,7,0,-5.9,17.5,3,28,7.516,7.914,17.028,7.071,17.092,20,0,359
"CASEMENT",1990,365,48,19,3,5.721,726.6,26.5,63.9,181.1,26.5,27,7,365,365,27,0,5,0,-3.8,17.7,3,29.5,7.421,5.469,15.227,4.268,15.954,6,0,340
"CASEMENT",1991,365,46,13,2,5.016,642,28.7,52,119.4,28.7,26,8,365,365,39,0,1,1,-8,16.8,-0.7,25.8,6.955,7.671,11.507,10.411,8.219,12,0,343
"CASEMENT",1992,366,37,8,0,4.439,568.2,19.6,27.1,19.6,0,21,7,366,366,35,0,0,0,-8.3,15.9,3,24.7,7.056,10.109,13.934,9.016,10.109,0,8,352
"CASEMENT",1993,365,54,22,4,6.233,891.3,97.5,145.2,314.5,151.4,19,8,365,365,30,0,0,0,-5,15,1.6,22.8,6.653,10.685,10.137,10.959,6.575,0,6,353
"CASEMENT",1994,365,53,15,1,5.195,774.1,23,57.2,131,0,15,11,365,365,23,0,1,0,-5.5,15.2,1.1,25.1,6.665,5.479,9.041,10.411,6.575,0,0,351
"CASEMENT",1995,365,44,19,4,5.737,665.5,30,70.8,166.1,30,19,16,365,365,31,0,14,0,-7.9,17.8,1.2,28.8,7.623,5.479,19.178,7.671,21.096,9,0,354
"CASEMENT",1996,366,46,18,4,5.414,714.7,31.1,60.1,184.9,114.2,23,8,366,366,47,0,2,0,-5.9,16.2,1.9,25.7,7.007,9.29,10.383,12.295,6.831,0,0,355
"CASEMENT",1997,365,44,13,3,5.594,615.3,26.4,49.7,153.8,26.4,30,6,365,365,24,0,0,0,-3.8,18.3,1,24.7,6.87,3.836,20,7.945,16.438,7,0,350
"CASEMENT",1998,365,51,16,3,5.248,787.2,37.8,53.5,192.6,70.4,16,8,365,365,25,0,1,0,-5.5,15.9,3.1,25.3,6.797,7.397,17.808,6.575,13.699,18,7,354
"CASEMENT",1999,365,50,19,3,5.929,758.9,51.1,73.8,188.2,81.4,16,7,365,365,27,0,3,0,-6.2,17.8,3,26.7,6.899,5.753,18.63,6.027,11.781,6,0,359
"CASEMENT",2000,366,53,19,4,5.85,836.6,82,104.6,236.1,128.8,16,7,366,366,24,0,1,1,-8.3,16.9,-1.1,27.6,7.087,6.557,12.295,6.557,10.109,0,0,359
"CASEMENT",2001,365,36,11,3,4.703,550.3,26.9,47.5,109.4,26.9,16,8,365,365,52,0,2,0,-9,17.9,0.3,26.6,7.65,12.603,11.781,5.205,12.055,8,0,284
"CASEMENT",2002,365,67,22,8,6.529,992.4,50.1,75.7,327.9,148.1,21,9,365,365,17,0,0,0,-5.5,16.1,5.5,23.2,6.941,4.384,15.068,2.466,12.329,0,0,349
"CASEMENT",2003,365,36,15,4,5.507,600.3,42.1,71.4,139.1,98.7,20,7,365,365,42,0,4,0,-4.9,16.8,2.7,27.4,7.74,7.397,19.726,3.562,17.534,13,7,347
"CASEMENT",2004,366,43,18,4,6.022,734.7,46.5,70,304.3,88.6,24,6,366,366,35,0,2,0,-6.8,16.7,3,25.7,7.444,8.743,16.12,4.372,12.295,7,7,359
"CASEMENT",2005,365,35,14,3,4.923,590.8,33.7,58.6,187.9,61.5,13,9,365,365,42,0,3,0,-5.6,17.6,3.6,27.3,7.394,6.849,18.082,3.562,17.534,11,0,357
"CASEMENT",2006,365,45,12,4,5.077,649.8,34.3,47.7,124.8,65.7,22,5,365,365,39,0,12,0,-7.5,18.1,2.5,31,7.764,7.671,16.986,3.562,20,20,0,343
"CASEMENT",2007,365,52,24,5,5.75,782,29.4,55.5,149.4,29.4,23,12,365,365,24,0,0,0,-6.4,15.2,3.6,23.2,7.626,5.753,15.616,2.192,17.808,9,0,348
"CASEMENT",2008,366,64,26,9,6.721,954.4,38.2,75.3,353.4,140.4,16,7,366,366,41,0,0,0,-7.7,15.9,2.1,23.3,7.219,7.104,13.388,8.47,9.836,13,0,321
"CASEMENT",2009,365,55,26,8,6.103,891.1,41.2,68.2,321,191,21,9,365,365,38,0,0,0,-8.3,17.3,1.1,24.9,6.852,6.027,13.425,7.671,9.863,6,7,302
"CASEMENT",2010,365,49,15,3,5.485,685.6,26.2,69.5,108.5,26.2,21,8,365,365,92,0,0,11,-15.7,16.6,-4.7,24.9,7.872,21.096,10.411,14.247,8.493,0,24,250
"CASEMENT",2011,365,41,14,3,5.636,687.6,86.1,111.2,211.1,116.2,18,6,365,365,32,0,0,0,-5.3,17.1,2.1,24.4,7.148,8.219,18.63,7.123,18.63,14,0,337
"CASEMENT",2012,366,55,23,7,6.11,892,40,63.4,304.2,135.7,15,5,366,366,32,0,0,0,-4.6,17.3,3.6,23.1,6.718,6.557,16.12,12.022,9.016,14,0,325
"CASEMENT",2013,365,44,16,2,5.377,656,24,41,111.6,0,21,8,365,365,40,0,6,0,-5.9,16.2,1.6,28.5,7.068,7.945,14.795,10.411,13.425,0,0,359
"CASEMENT",2014,365,55,23,6,6.018,914.8,45.7,76.2,293.2,139.1,17,15,365,365,17,0,0,0,-4.8,16.8,3,24.9,7.255,6.027,15.342,3.562,10.685,0,0,338
"CASEMENT",2015,365,56,15,5,5.549,804.6,30.8,61.4,174.6,57.9,14,9,365,365,29,0,1,0,-7.2,16.3,2.8,25.4,7.61,10.137,9.041,5.205,12.877,0,0,297
"CASEMENT",2016,366,45,19,3,5.307,695.2,27.8,54.3,125.1,27.8,16,7,366,366,36,0,2,0,-5.5,18.4,2.3,25.9,7.16,6.284,14.754,4.645,10.656,0,0,301
"CASEMENT",2017,365,42,16,3,5.478,657.4,36,49.7,153.6,103.6,20,9,365,365,33,0,1,0,-6.6,17.5,2.4,27.4,7.034,4.658,18.63,4.11,14.247,0,0,335
"CASEMENT",2018,365,42,19,0,4.978,622.3,19.3,40.3,73,0,29,7,365,365,37,0,14,2,-5.1,17,-0.6,27.5,7.619,10.959,15.89,7.123,17.26,7,0,340
"CASEMENT",2019,365,56,19,6,5.932,830.5,33.7,62,226.3,33.7,17,9,365,365,27,0,0,0,-4.1,17,3.2,25,7.166,5.205,14.521,5.753,13.973,20,0,314
"CASEMENT",2020,366,49,24,3,5.417,785.5,35.6,50.5,164,35.6,16,12,366,366,26,0,2,0,-4.3,16.7,0,25.7,7.119,6.284,12.568,7.65,17.486,10,0,317
"CASEMENT",2021,365,48,16,2,5.446,659,31,54.5,120,31,18,9,365,365,41,0,6,0,-7.9,17.3,1.5,28,7.274,6.575,18.904,4.658,16.986,9,0,281
"CASEMENT",2022,365,53,19,2,5.537,730.9,42.6,55.7,120.2,42.6,26,12,365,365,31,0,10,1,-6.1,18.1,-0.2,31.9,7.513,6.301,20.822,3.288,18.356,21,0,297
"CASEMENT",2023,365,58,21,6,5.406,837.9,27.1,66.9,164.3,80.1,30,11,365,365,25,0,5,0,-6,17.4,1.8,27.3,6.953,4.11,26.027,3.836,22.192,19,0,331
"CLAREMORRIS",1943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1944,366,72,33,8,6.147,1063.5,32,56.7,257.7,32,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1945,365,77,22,7,6.151,1039.6,36.4,62.5,197.2,131.8,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1946,365,86,29,3,6.31,1104.2,34.7,59.4,201.8,64.6,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1947,365,84,35,7,6.727,1130.2,29.7,60.9,247.6,58.8,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1948,366,87,35,7,6.507,1171.3,31.1,59.7,268.1,59.4,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1949,365,85,30,3,5.899,1109.1,29.7,61.5,93.6,29.7,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAREMORRIS",1950,365,90,30,9,6.132,1257.1,37.7,66.7,310.4,66.9,15,13,365,365,47,0,1,0,-7.1,13.8,0.7,28.2,7.288,10.137,9.041,10.137,10.959,6,0,354
"CLAREMORRIS",1951,365,81,31,6,6.106,1135.7,25.7,51.4,235.7,0,16,9,365,365,53,0,0,0,-4.6,15.5,0.6,23.2,7.315,10.959,7.123,9.315,3.014,0,0,338
"CLAREMORRIS",1952,366,59,20,1,5.658,826,25.2,62.3,62,0,18,13,366,366,54,0,0,0,-7.3,15.3,0,24.6,7.139,12.568,11.749,13.661,8.47,0,0,354
"CLAREMORRIS",1953,365,67,22,4,5.657,905.2,23.3,56.6,127.6,0,26,9,365,365,44,0,0,0,-5.7,15.2,1.6,24.9,7.461,8.219,12.877,6.027,14.521,6,0,315
"CLAREMORRIS",1954,365,81,37,11,6.918,1328.3,42.9,102.3,358.1,85.5,19,16,365,365,41,0,0,1,-6.1,14.9,-0.2,22.6,6.893,7.671,10.137,11.507,7.397,0,0,327
"CLAREMORRIS",1955,365,68,35,8,7.011,1051.6,51,64.1,304.9,86,28,11,365,365,70,0,8,2,-11,16.3,-1.9,27.8,7.879,14.795,13.973,13.699,15.616,15,9,259
"CLAREMORRIS",1956,366,75,31,1,6.054,1011.1,29.6,60.3,67.1,29.6,10,11,366,366,56,0,0,2,-7.9,14.9,-1.2,23.7,7.04,13.934,10.383,12.568,7.104,0,0,356
"CLAREMORRIS",1957,365,74,30,7,6.196,1053.3,34.1,60.7,220,65,15,12,365,365,41,0,6,0,-5.4,15.9,2.8,26.8,7.267,8.493,14.795,7.123,15.89,16,0,340
"CLAREMORRIS",1958,365,89,39,5,6.382,1231.8,24.7,65.6,152.4,0,18,11,365,365,42,0,0,2,-9.6,14.9,-0.6,23.3,6.924,9.315,10.137,9.589,8.493,0,6,307
"CLAREMORRIS",1959,365,84,35,5,6.643,1155.8,36.3,66.7,206.7,71.7,13,14,365,365,46,0,0,0,-10.8,15.9,0,24.9,7.829,8.219,12.055,6.575,17.808,16,0,289
"CLAREMORRIS",1960,366,91,32,6,6.586,1218.4,32.4,61.3,233,93.9,17,24,366,366,52,0,0,0,-5.2,14.3,1.1,22.8,7.439,8.197,10.383,3.552,6.011,0,0,310
"CLAREMORRIS",1961,365,78,33,7,6.992,1146.7,45.2,104,271.5,123.2,20,12,365,365,39,0,0,1,-6.7,13.9,-0.3,23.3,7.073,11.601,11.649,9.173,11.479,20,0,316
"CLAREMORRIS",1962,365,71,30,7,6.469,1009.1,32.5,71.6,212.1,32.5,20,20,365,365,43,0,0,0,-8.8,13.8,0.6,22,7.511,13.85,4.327,12.99,6.103,6,10,328
"CLAREMORRIS",1963,365,71,22,5,6.161,967.3,30.2,63.8,131.6,60.2,16,9,365,365,73,0,0,1,-9,13.4,-0.3,24.4,7.246,14.927,2.73,19.641,4.809,0,7,285
"CLAREMORRIS",1964,366,78,31,7,6.607,1156.3,90.2,115.5,299.2,148.3,14,11,366,366,44,0,0,0,-5.7,14.5,3.2,22.7,7.303,12.295,10.58,4.871,10.759,0,6,330
"CLAREMORRIS",1965,365,83,27,5,6.322,1081.1,28.6,72.9,222.6,28.6,18,14,365,365,60,0,0,0,-7.9,15.1,2.1,23.2,7.339,13.368,5.423,16.013,4.525,0,0,352
"CLAREMORRIS",1966,365,84,28,6,6.099,1128.4,32,53.2,205,32,13,15,365,365,27,0,0,0,-6.2,14.9,0,24.6,6.825,9.523,8.71,11.006,6.131,0,0,318
"CLAREMORRIS",1967,365,81,34,3,5.974,1099.2,26.3,63.8,143.8,0,18,12,365,365,37,0,0,0,-4.7,15,2.1,23.1,6.993,8.956,8.947,9.495,5.357,0,0,316
"CLAREMORRIS",1968,366,77,35,12,7.491,1213.6,64.8,123.3,350.5,94.5,20,13,366,366,62,0,0,0,-5.7,16.3,1.7,24.8,7.734,16.375,9.016,7.782,12.135,6,13,346
"CLAREMORRIS",1969,365,63,22,6,5.567,918.6,42.4,64.6,160.6,42.4,16,10,365,365,55,0,2,2,-17.1,15.6,-0.6,27,7.413,11.582,10.345,12.026,10.061,0,0,338
"CLAREMORRIS",1970,365,71,30,6,6.116,1088.6,52.5,72.9,244.1,115,16,13,365,365,51,0,1,0,-6.3,15.4,1.6,25.2,6.919,8.521,12.565,11.526,10.723,0,0,325
"CLAREMORRIS",1971,365,60,24,4,5.647,852.7,27.5,55.8,100.9,0,17,12,365,365,37,0,0,0,-4.7,15,3.1,24.9,7.632,11.006,12.612,7,16.59,19,0,355
"CLAREMORRIS",1972,366,84,23,3,5.891,1031,27.2,61.7,155.5,0,17,14,366,366,41,0,4,0,-6.1,13.7,1.2,26.5,7.505,11.117,4.485,14.66,9.356,6,0,334
"CLAREMORRIS",1973,365,67,25,4,5.801,980.4,30.5,74.9,158.6,59.7,18,8,365,365,41,0,3,0,-5.5,15.5,0.9,27.2,7.021,9.693,12.877,7.038,10.354,0,0,337
"CLAREMORRIS",1974,365,84,24,1,5.56,1095.3,22.6,54.6,79.4,0,17,25,365,365,21,0,0,0,-3.9,14.2,3.2,25,7.179,8.871,5.838,12.367,8.663,8,0,318
"CLAREMORRIS",1975,365,72,28,6,6.43,1035.2,42.2,86.4,277.4,139.5,19,22,365,365,31,0,3,0,-3.5,16.4,3.6,27.1,7.632,10.052,13,6.018,14.539,0,0,359
"CLAREMORRIS",1976,366,67,30,4,6.088,1004.6,34.6,57.7,174.3,69.1,31,12,366,366,46,0,10,0,-5.6,15.4,0.7,29.8,7.54,7.292,16.205,9.422,15.913,22,0,350
"CLAREMORRIS",1977,365,77,34,6,5.869,1150.4,43.2,78.9,220.2,110.5,21,20,365,365,38,0,3,1,-7.8,15.6,-1.7,26.4,7.266,11.223,9.731,9.107,10.26,0,0,291
"CLAREMORRIS",1978,365,74,27,2,6.011,1046,36.5,74.4,158.6,67.8,13,14,365,365,40,0,0,1,-9.1,14.2,-1.5,25,6.618,6.169,13.623,13.888,13.302,0,0,348
"CLAREMORRIS",1979,365,83,34,6,6.035,1188.9,29.4,70.8,177.9,29.4,10,17,365,365,69,0,0,2,-10.3,15.7,-1.2,23,6.968,12.735,7.473,16.438,5.234,6,0,288
"CLAREMORRIS",1980,366,88,38,6,6.6,1280.4,54.9,70.5,225,114.3,15,12,366,366,49,0,0,0,-6.3,14.8,1.5,22,6.901,7.547,9.591,10.571,5.822,0,0,305
